group_id,source_plant_id,target_plant_id,model_family,support_rule,n_supported,n_supported_days,support_retention,twin_mae,local_same_rows_mae,pool_row_mae,pool_bal_mae,otg_twin,otg_pool_row,otg_pool_bal,gain_row_vs_twin,gain_bal_vs_twin,computable,selected_row_hparams,selected_bal_hparams,otg_abs
TW_4467a039e00b,PS_049,PS_048,SplineRidge,CS4,162,18,0.21921515561569688,0.048184237804789566,0.038139716693354885,0.04030361787951246,0.03918377643520362,0.010044521111434682,0.0021639011861575783,0.0010440597418487352,0.007880619925277103,0.009000461369585946,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",0.010044521111434682
TW_4467a039e00b,PS_049,PS_050,SplineRidge,CS4,587,21,0.6979785969084423,0.06695559502081438,0.060161821197546386,0.05966975976894736,0.06528335225263933,0.006793773823267998,-0.0004920614285990263,0.005121531055092943,0.007285835251867025,0.0016722427681750557,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 8}",0.006793773823267998
TW_4467a039e00b,PS_049,PS_051,SplineRidge,CS4,262,19,0.3507362784471218,0.07332250933160361,0.05702073456953026,0.0750053505741217,0.07498373029739423,0.016301774762073354,0.017984616004591447,0.017962995727863973,-0.0016828412425180933,-0.001661220965790619,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 8}",0.016301774762073354
TW_4467a039e00b,PS_050,PS_042,SplineRidge,CS4,603,20,0.7362637362637363,0.04884472119865233,0.062075354602973004,0.047620673312558454,0.05575757218228418,-0.013230633404320673,-0.01445468129041455,-0.006317782420688825,0.0012240478860938778,-0.006912850983631848,True,"{""alpha"": 0.1, ""n_knots"": 4}","{""alpha"": 0.1, ""n_knots"": 6}",-0.013230633404320673
TW_4467a039e00b,PS_050,PS_043,SplineRidge,CS4,472,20,0.5967130214917825,0.0557370635724914,0.0757899686317232,0.05473641711141521,0.055684859789726246,-0.020052905059231803,-0.021053551520307988,-0.020105108841996955,0.001000646461076185,5.2203782765151974e-05,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",-0.020052905059231803
TW_4467a039e00b,PS_050,PS_044,SplineRidge,CS4,631,21,0.755688622754491,0.0836194355796154,0.07907478039311963,0.08493187206961444,0.08977128990899504,0.004544655186495772,0.005857091676494813,0.010696509515875405,-0.0013124364899990415,-0.006151854329379633,True,"{""alpha"": 0.1, ""n_knots"": 4}","{""alpha"": 0.1, ""n_knots"": 4}",0.004544655186495772
TW_4467a039e00b,PS_050,PS_045,SplineRidge,CS4,573,20,0.7827868852459017,0.045711841253311854,0.04465647092830382,0.04046160714144799,0.04682377176710934,0.0010553703250080343,-0.0041948637868558306,0.002167300838805522,0.005250234111863865,-0.0011119305137974878,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 8}",0.0010553703250080343
TW_4467a039e00b,PS_050,PS_046,SplineRidge,CS4,536,16,0.9403508771929825,0.06741836140122709,0.06689710795406746,0.062253951720417984,0.06407232897690668,0.0005212534471596281,-0.004643156233649477,-0.002824778977160783,0.005164409680809105,0.003346032424320411,True,"{""alpha"": 0.1, ""n_knots"": 4}","{""alpha"": 0.1, ""n_knots"": 6}",0.0005212534471596281
TW_4467a039e00b,PS_050,PS_047,SplineRidge,CS4,502,17,0.8715277777777778,0.08493243973535136,0.12193278179028502,0.08308004859202016,0.08398014621322349,-0.03700034205493366,-0.03885273319826486,-0.037952635577061536,0.001852391143331203,0.0009522935221278755,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",-0.03700034205493366
TW_4467a039e00b,PS_050,PS_048,SplineRidge,CS4,156,18,0.21109607577807848,0.04703861057118581,0.037718041894017354,0.04054471543318713,0.03953681950332434,0.009320568677168455,0.002826673539169773,0.0018187776093069874,0.0064938951379986815,0.007501791067861467,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",0.009320568677168455
TW_4467a039e00b,PS_050,PS_049,SplineRidge,CS4,568,18,0.8,0.06251431631186516,0.05875173680973391,0.06461146080087304,0.06839474272921306,0.0037625795021312483,0.005859723991139133,0.009643005919479149,-0.002097144489007885,-0.0058804264173479,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",0.0037625795021312483
TW_4467a039e00b,PS_050,PS_051,SplineRidge,CS4,404,19,0.5408299866131191,0.06946601665672303,0.061815442228753056,0.08020478371866546,0.08004238320240414,0.007650574427969972,0.018389341489912406,0.018226940973651087,-0.010738767061942434,-0.010576366545681115,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 8}",0.007650574427969972
TW_4467a039e00b,PS_051,PS_042,SplineRidge,CS4,201,20,0.2454212454212454,0.03987346027321922,0.04760978110814059,0.04300974462451237,0.04680645874312123,-0.007736320834921373,-0.004600036483628223,-0.0008033223650193572,-0.0031362843512931504,-0.006932998469902016,True,"{""alpha"": 0.1, ""n_knots"": 4}","{""alpha"": 0.1, ""n_knots"": 6}",-0.007736320834921373
TW_4467a039e00b,PS_051,PS_043,SplineRidge,CS4,504,20,0.6371681415929203,0.0645241665720026,0.08501088126191131,0.06455873509849597,0.06508387056405561,-0.020486714689908703,-0.02045214616341534,-0.0199270106978557,-3.456852649336151e-05,-0.0005597039920530039,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",-0.020486714689908703
TW_4467a039e00b,PS_051,PS_044,SplineRidge,CS4,179,20,0.21437125748502994,0.09449058644355911,0.06876327870016447,0.0847563909015901,0.08574980913465254,0.025727307743394642,0.01599311220142563,0.01698653043448807,0.009734195541969012,0.008740777308906572,True,"{""alpha"": 0.1, ""n_knots"": 4}","{""alpha"": 0.1, ""n_knots"": 4}",0.025727307743394642
TW_4467a039e00b,PS_051,PS_045,SplineRidge,CS4,157,18,0.21448087431693988,0.061407840691168704,0.05520706054108863,0.055404919297226185,0.055478129056460795,0.006200780150080076,0.0001978587561375575,0.00027106851537216786,0.006002921393942519,0.0059297116347079085,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 8}",0.006200780150080076
TW_4467a039e00b,PS_051,PS_046,SplineRidge,CS4,185,16,0.32456140350877194,0.06680173403714927,0.0684101891221941,0.058452240839762214,0.059766754760350864,-0.001608455085044827,-0.009957948282431885,-0.008643434361843234,0.008349493197387058,0.007034979276798407,True,"{""alpha"": 0.1, ""n_knots"": 4}","{""alpha"": 0.1, ""n_knots"": 6}",-0.001608455085044827
TW_4467a039e00b,PS_051,PS_047,SplineRidge,CS4,156,16,0.2708333333333333,0.0690403131264379,0.05715499580964375,0.060747130923101494,0.0654774511403022,0.011885317316794146,0.0035921351134577464,0.008322455330658458,0.0082931822033364,0.0035628619861356875,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",0.011885317316794146
TW_4467a039e00b,PS_051,PS_048,SplineRidge,CS4,83,17,0.11231393775372124,0.03781265041402608,0.030633343551999627,0.03910062320291391,0.03729351944361807,0.007179306862026454,0.008467279650914282,0.006660175891618443,-0.0012879727888878284,0.0005191309704080105,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",0.007179306862026454
TW_4467a039e00b,PS_051,PS_049,SplineRidge,CS4,166,17,0.23380281690140844,0.05927038499357897,0.06122547858240218,0.06356815547298368,0.06379170041999771,-0.0019550935888232104,0.0023426768905814993,0.002566221837595528,-0.00429777047940471,-0.004521315426418739,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",-0.0019550935888232104
TW_4467a039e00b,PS_051,PS_050,SplineRidge,CS4,133,20,0.1581450653983353,0.05379876725992523,0.05080290911639098,0.04974335667197881,0.05248776704383369,0.002995858143534251,-0.001059552444412172,0.0016848579274427108,0.004055410587946423,0.0013110002160915402,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 8}",0.002995858143534251
TW_88a108921af7,PS_035,PS_039,SplineRidge,CS4,736,37,0.5584218512898331,0.0654548818568405,0.07870845383598112,0.051849284628085066,0.05712677458775728,-0.013253571979140621,-0.02685916920789605,-0.021581679248223837,0.013605597228755428,0.008328107269083215,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 8}",-0.013253571979140621
TW_88a108921af7,PS_039,PS_035,SplineRidge,CS4,673,43,0.4133906633906634,0.05895508866371209,0.06354279276930022,0.044721538474686275,0.04240495892645121,-0.0045877041055881335,-0.018821254294613947,-0.021137833842849015,0.014233550189025813,0.01655012973726088,True,"{""alpha"": 0.1, ""n_knots"": 8}","{""alpha"": 0.1, ""n_knots"": 6}",-0.0045877041055881335
