replicate_id,rho_abs,valid_abs,reason_abs,rho_rel,valid_rel,reason_rel
39,-0.28329144760172065,True,,-0.28816355478807876,True,
40,-0.08800305959030173,True,,-0.11179456125953134,True,
41,-0.33300444005920077,True,,-0.3385197272715773,True,
42,-0.25033475052533843,True,,-0.27117235986903193,True,
43,-0.16625876301489195,True,,-0.16411208362716223,True,
44,-0.287347368903347,True,,-0.3098439898284117,True,
45,-0.2065088301071952,True,,-0.2551708182308938,True,
46,-0.4507350339370155,True,,-0.48412519702769646,True,
47,-0.14960592271463066,True,,-0.168811711546584,True,
48,-0.3131358541090468,True,,-0.34122338086256265,True,
49,-0.22558404059847756,True,,-0.22089421646688248,True,
50,-0.26133471129739144,True,,-0.25059169521476465,True,
51,-0.2452653551774306,True,,-0.2668733000189765,True,
52,-0.4386465065599952,True,,-0.4617967968715017,True,
53,-0.367725142074916,True,,-0.3645829012320073,True,
54,-0.19844768766068094,True,,-0.2115856459984946,True,
55,-0.2805958325331285,True,,-0.31470856539274056,True,
56,-0.21927654204913774,True,,-0.23843927060395378,True,
57,-0.2896633350867964,True,,-0.26530773277222514,True,
58,-0.2525541808118675,True,,-0.3255031937315978,True,
59,-0.1783982480838417,True,,-0.19879164711403097,True,
60,-0.17618285095161842,True,,-0.1756729842339651,True,
61,-0.25704495410574235,True,,-0.2813280882753161,True,
62,-0.3372247102433788,True,,-0.3618477331052181,True,
63,-0.015719637293001434,True,,-0.02940867555928999,True,
64,-0.3137107886844452,True,,-0.30165356245440544,True,
65,-0.06999645408034041,True,,-0.07518362798237171,True,
66,-0.17581261950286806,True,,-0.18293499043977055,True,
67,-0.23489589674905637,True,,-0.2789480092536223,True,
68,-0.27450682743116545,True,,-0.3161581332812873,True,
69,-0.4003477326488124,True,,-0.45528352150196627,True,
70,-0.47463926935155554,True,,-0.502801179317509,True,
71,-0.2518781872878493,True,,-0.28875018098164446,True,
72,-0.6763531392831369,True,,-0.663074332451287,True,
73,-0.2868909919383105,True,,-0.3026638626007711,True,
74,-0.0881874067516452,True,,-0.12155561471172716,True,
75,-0.24094674556213017,True,,-0.26466798159105853,True,
76,-0.11451481250300091,True,,-0.17192826619292265,True,
77,-0.23827963157726997,True,,-0.24919527042100903,True,
78,-0.1982040924124105,True,,-0.2389241361096272,True,
79,-0.2902228174844758,True,,-0.3586752709119688,True,
80,-0.4253847043850515,True,,-0.4749354005167959,True,
81,-0.2642748555792034,True,,-0.25523462045201173,True,
82,-0.24237789247017807,True,,-0.24667600916020097,True,
83,-0.2389906373995817,True,,-0.2540216180293583,True,
84,-0.3240501753244406,True,,-0.3955102483461664,True,
85,-0.25794084123099975,True,,-0.2527917486987781,True,
86,-0.4008454744470446,True,,-0.44353438514380616,True,
87,-0.11020519889335327,True,,-0.15466658845841766,True,
88,-0.24390720963893125,True,,-0.2960137699018112,True,
89,0.03707761445367581,True,,0.049027663653793484,True,
90,-0.16533822174058357,True,,-0.19106312729777084,True,
91,-0.5199937427895427,True,,-0.5170997829530123,True,
92,-0.032426703218762704,True,,-0.03706478168357467,True,
93,-0.06960044190756767,True,,-0.06715416787226768,True,
94,-0.2921468356861615,True,,-0.3340415826370883,True,
95,-0.33721879304188135,True,,-0.3407386624496251,True,
96,-0.48409845902592624,True,,-0.488725711563801,True,
97,-0.27525149943845734,True,,-0.2683696145666563,True,
98,-0.2335774733406702,True,,-0.2590540523446295,True,
99,-0.4466870598549606,True,,-0.4836330369650362,True,
100,-0.29988272087568413,True,,-0.33043393275996874,True,
101,-0.41541950556701435,True,,-0.42554668178574573,True,
102,-0.18409512138306816,True,,-0.19321024539939435,True,
103,-0.14330635838150288,True,,-0.17473603082851638,True,
104,-0.4397940599607733,True,,-0.4070818156346315,True,
105,-0.19168637967894145,True,,-0.23932651073357705,True,
106,-0.1913090397041599,True,,-0.22349875636622055,True,
107,-0.29557773243208774,True,,-0.2825213620711644,True,
108,-0.1928547467292855,True,,-0.22586380409258638,True,
109,-0.2959512284041885,True,,-0.2943511635914366,True,
110,-0.15311062773890247,True,,-0.15857089092869125,True,
111,-0.21436202819861633,True,,-0.20171643751642,True,
112,-0.32999300862269865,True,,-0.3480790358557779,True,
113,-0.050635242128521454,True,,-0.0693900097324881,True,
114,-0.2622233884369807,True,,-0.35484999562669467,True,
115,-0.3031626617832661,True,,-0.32995124848424856,True,
116,-0.4103894132233496,True,,-0.44804028238151866,True,
117,-0.1745386162861891,True,,-0.26734015568967023,True,
118,-0.07078537311095451,True,,-0.08652415629159815,True,
119,-0.22850982145204976,True,,-0.22811538562675854,True,
120,-0.24222072979628387,True,,-0.2997835982389374,True,
121,-0.13909988371229928,True,,-0.16959447757131899,True,
122,-0.39988736020596993,True,,-0.4417249979885751,True,
123,-0.5183694933350331,True,,-0.5012708454508513,True,
124,-0.2616828912988184,True,,-0.2893379887622263,True,
125,-0.1594309605827132,True,,-0.15993057929474874,True,
126,-0.43337231488890254,True,,-0.4645165261279005,True,
127,-0.3884875912694146,True,,-0.4176547059341003,True,
128,-0.3140835408107421,True,,-0.3371771253266324,True,
129,-0.3466818965710318,True,,-0.3627031587120279,True,
130,-0.5455982237161646,True,,-0.5468009158963526,True,
131,-0.2597680213511428,True,,-0.2959941309654815,True,
132,-0.2106777428831932,True,,-0.21657380204639853,True,
133,-0.299558122238264,True,,-0.3768211051319071,True,
134,0.07204771815666292,True,,0.04637050150315383,True,
135,-0.302467127852594,True,,-0.3800013011515191,True,
136,-0.2831299719729355,True,,-0.3056648642527532,True,
137,-0.17794701819193887,True,,-0.19942818105913013,True,
138,-0.30650887573964497,True,,-0.3002235371466141,True,
139,-0.09964437149500752,True,,-0.09964437149500752,True,
140,-0.3055466435163342,True,,-0.3484817030592409,True,
141,-0.25139396059738045,True,,-0.2991931428071633,True,
142,-0.29648657474889883,True,,-0.28084303089679563,True,
143,-0.2691574719271327,True,,-0.29761637168574023,True,
144,-0.23558650498259096,True,,-0.24317445071437147,True,
145,-0.5923245442453642,True,,-0.6017134809482826,True,
146,-0.41085505350374024,True,,-0.4464123981080809,True,
