target_id,n_computable_sources,rq1_j,min_otg,max_otg
PS_004,7,0.004149438506363869,-0.0011341711099320355,0.017969425548888876
PS_017,7,0.006475676204743002,-0.00646258403427194,0.04830509332804504
PS_020,7,0.006545588519471409,-0.004078507526576396,0.034246153187619005
PS_022,7,0.014704755699882915,-0.0016877209297422868,0.050554233794438005
PS_023,7,0.010882874978223173,0.0013308045687075165,0.02996383136305379
PS_024,7,0.010379861567806608,-0.0007169867615543224,0.037383863552328284
PS_026,7,0.011568562888243253,0.0021718717569480864,0.024113488553550423
PS_030,7,0.010303887898125625,-0.0008179884396453951,0.04807079665236241
