target_id,twin_source_id,control_id,target_state,common_row_count,twin_otg_common_rows,control_otg_common_rows,contrast_control_minus_twin,common_row_fingerprint,computable,reason,orientation
PS_044,PS_051,PS_012,GO,177,0.02450225860749397,0.05270400593798451,0.028201747330490537,1890142f7f60a49deea2524bf9b0e633a80a6bbef7eef524c7962ddf930a196c,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_042,PS_005,GO,55,-7.448297946260896e-05,0.10266828023365823,0.10274276321312084,f9a50a51a7cbf83bd979621dd3a3ab0a6c3263a8ec35cc7c9391d7baeadcc159,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_043,PS_005,GO,44,0.008951255833324342,0.0818857989711997,0.07293454313787535,a9d7607d41cee5fb05815f45f1ffe3e188a8024aa9045e0c1a74c4bcd6224e36,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_044,PS_005,GO,58,0.018835030225449495,0.09503393339739342,0.07619890317194393,70aa75a643b942775aa6d6f950c9607a33bd5aa193644d4cc5a110310692a162,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_045,PS_005,GO,39,0.014113868168235386,0.08962765075216847,0.07551378258393308,08a26843a8e8480dcea8b5e9fadd6e99c046b4dfaed98f25da6c7fcab16cc3c0,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_046,PS_005,GO,20,0.017190397534714297,0.080706753053476,0.0635163555187617,9227e2782a9b12571a98ad773574294091741b132642c968662c8774e5259859,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_047,PS_005,GO,28,0.09954172195313865,0.09159766972789726,-0.007944052225241388,950ff1ce11ac57191dcaa73d7f5547071431a8c2835d9c3db464dace6d16b9f1,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_049,PS_005,GO,26,0.005830332898484055,0.07359093636264677,0.06776060346416271,119e80335cce7969dc45a4cdbf9011ae6b814fd1fdea0caca6866a4dbb068c5b,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_050,PS_005,GO,33,0.004041976786258974,0.07569575076821734,0.07165377398195837,4faa2b0cd13594e5e796eef2a8579f4925543df82e441acda2963e34b2d36ac5,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_051,PS_005,GO,38,0.010234858427576737,0.09886640838841315,0.08863154996083641,d44c73f17778bb93fe9c9f4d51559c5421d67f4cb698919a0ce668d88d7f2e23,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_042,PS_012,GO,101,4.8476323957470646e-05,0.047451663517305474,0.047403187193348004,72edcc7e746e792539936cdb34c31072f2056f4179d794a3cbf5d9cb03e4f6a2,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_043,PS_012,GO,99,0.00688628711504859,0.045156672262863726,0.03827038514781514,449f17ab257b4915ef59b8a1c5b5631c5af6e1a402cc8f172831f9052278a134,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_044,PS_012,GO,104,0.014238081238719093,0.04862667137990739,0.034388590141188294,371e108cca8181f445c327c319aa86ea27af8dfd1b5dd653141ab094aad144c1,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_045,PS_012,GO,92,0.021413908545638606,0.0427532646644934,0.02133935611885479,2d81cfe3b5caf607f984efad5ddcf9e8c464d6702277908c9126ec9a2589afd8,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_046,PS_012,GO,66,0.008567617189015816,0.039941350440208426,0.03137373325119261,7c8fcee5974b4b2f547b898d73c4691e998cbb5b94a3a64ad694a316071b6432,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_047,PS_012,GO,78,0.06361289295671642,0.046748985009928856,-0.016863907946787562,262ad8524ae13be422ce94aa68fd71a4c5f691e550bf9bf9af88eb21eda32f8c,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_049,PS_012,GO,76,0.0029948922583397444,0.029228332696211893,0.02623344043787215,0705ea11b10d73a95dddaf6067fdc10cf985e600b9bbc30050759ceca62e6c60,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_050,PS_012,GO,88,0.0032409928469998815,0.039001273947137635,0.03576028110013775,30a8510301486b911334390925eb8def5547d1ec9520f58c8d89521b44edc778,True,ok,CONTROL_MINUS_TWIN
PS_048,PS_051,PS_012,GO,77,0.007625048386958162,0.0528918736520341,0.04526682526507594,cceb117c1717169fe6483d20b89671a8169b4a3edfccdf34b45bfd7444c6e5f9,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_042,PS_005,GO,33,-0.0113485987186661,0.005122994921999774,0.016471593640665874,03a81fc83399c40b0e40fc7c0bfd1e0965d3e2c70beb6d409d2da4cd54c277eb,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_043,PS_005,GO,26,0.008595103268633206,-0.0028430267632624517,-0.011438130031895657,8cf723e17b8c1e0663b954761c75e06362b9cd50b5ee8accf3889b32569951e5,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_044,PS_005,GO,86,0.005571356629869066,0.0919342313796289,0.08636287474975984,a52976cd26e734d69348ce1a69c3f40048a124be8353c523674d11c709473539,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_045,PS_005,GO,90,0.012486782177314304,0.10536361146428729,0.09287682928697298,2638bd19fc2200eacbd1080482dcff88f2d414ffad26ec43180ea22e90570c52,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_046,PS_005,GO,68,0.020586575029399756,0.082467740619449,0.06188116559004925,f26880a5936c9f6e87be94cc4efaa9414f0e88ad879f697b105c51f7fef58697,True,ok,CONTROL_MINUS_TWIN
