group_id,source_plant_id,target_plant_id,model_family,support_rule,computable,primary_computable,d_pair,source_full_duration,target_full_duration,duration_imbalance,shorter_side,n_source_matched,n_target_matched,source_matched_start,source_matched_end,target_matched_start,target_matched_end,source_matched_elapsed,target_matched_elapsed,matched_row_ratio
TW_4467a039e00b,PS_050,PS_042,SplineRidge,CS4_R10,False,True,58.114583333333336,59.03125,58.114583333333336,0.9166666666666643,target,2484,2455,2025-03-01T14:00:00+00:00,2025-04-28T16:45:00+00:00,2025-02-28T15:00:00+00:00,2025-04-27T17:45:00+00:00,58.114583333333336,58.114583333333336,1.0118126272912424
TW_4467a039e00b,PS_050,PS_043,SplineRidge,CS4_R10,False,True,59.03125,59.03125,59.979166666666664,0.9479166666666643,source,2521,2332,2025-02-28T16:00:00+00:00,2025-04-28T16:45:00+00:00,2025-03-01T13:30:00+00:00,2025-04-29T14:15:00+00:00,59.03125,59.03125,1.0810463121783878
TW_4467a039e00b,PS_050,PS_044,SplineRidge,CS4_R10,False,True,58.854166666666664,59.03125,58.854166666666664,0.1770833333333357,target,2504,2503,2025-02-28T20:15:00+00:00,2025-04-28T16:45:00+00:00,2025-02-28T15:00:00+00:00,2025-04-28T11:30:00+00:00,58.854166666666664,58.854166666666664,1.0003995205753096
TW_4467a039e00b,PS_050,PS_045,SplineRidge,CS4_R10,False,True,59.03125,59.03125,62.927083333333336,3.8958333333333357,source,2521,2034,2025-02-28T16:00:00+00:00,2025-04-28T16:45:00+00:00,2025-03-04T13:30:00+00:00,2025-05-02T13:45:00+00:00,59.03125,59.010416666666664,1.2394296951819075
TW_4467a039e00b,PS_050,PS_046,SplineRidge,CS4_R10,False,True,39.916666666666664,59.03125,39.916666666666664,19.114583333333336,target,1669,1710,2025-03-19T18:45:00+00:00,2025-04-28T16:45:00+00:00,2025-02-28T15:45:00+00:00,2025-04-09T13:45:00+00:00,39.916666666666664,39.916666666666664,0.9760233918128655
TW_4467a039e00b,PS_050,PS_047,SplineRidge,CS4_R10,False,True,43.854166666666664,59.03125,43.854166666666664,15.177083333333336,target,1835,1725,2025-03-15T20:15:00+00:00,2025-04-28T16:45:00+00:00,2025-02-28T16:00:00+00:00,2025-04-13T12:30:00+00:00,43.854166666666664,43.854166666666664,1.063768115942029
TW_4467a039e00b,PS_050,PS_048,SplineRidge,CS4_R10,False,True,59.03125,59.03125,64.84375,5.8125,source,2521,1962,2025-02-28T16:00:00+00:00,2025-04-28T16:45:00+00:00,2025-03-06T11:30:00+00:00,2025-05-04T12:15:00+00:00,59.03125,59.03125,1.2849133537206932
TW_4467a039e00b,PS_050,PS_049,SplineRidge,CS4_R10,False,True,59.03125,59.03125,64.91666666666667,5.885416666666671,source,2521,1868,2025-02-28T16:00:00+00:00,2025-04-28T16:45:00+00:00,2025-03-06T13:15:00+00:00,2025-05-04T14:00:00+00:00,59.03125,59.03125,1.3495717344753748
TW_4467a039e00b,PS_050,PS_051,SplineRidge,CS4_R10,False,True,52.947916666666664,59.03125,52.947916666666664,6.083333333333336,target,2244,2239,2025-03-06T18:00:00+00:00,2025-04-28T16:45:00+00:00,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,52.947916666666664,52.947916666666664,1.0022331397945512
TW_4467a039e00b,PS_051,PS_042,SplineRidge,CS4_R10,False,True,52.947916666666664,52.947916666666664,58.114583333333336,5.166666666666671,source,2239,2212,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,2025-03-05T19:00:00+00:00,2025-04-27T17:45:00+00:00,52.947916666666664,52.947916666666664,1.0122061482820977
TW_4467a039e00b,PS_051,PS_043,SplineRidge,CS4_R10,False,True,52.947916666666664,52.947916666666664,59.979166666666664,7.03125,source,2239,2050,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,2025-03-07T15:30:00+00:00,2025-04-29T14:15:00+00:00,52.947916666666664,52.947916666666664,1.0921951219512196
TW_4467a039e00b,PS_051,PS_044,SplineRidge,CS4_R10,False,True,52.947916666666664,52.947916666666664,58.854166666666664,5.90625,source,2239,2260,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,2025-03-06T12:45:00+00:00,2025-04-28T11:30:00+00:00,52.947916666666664,52.947916666666664,0.9907079646017699
TW_4467a039e00b,PS_051,PS_045,SplineRidge,CS4_R10,False,True,52.947916666666664,52.947916666666664,62.927083333333336,9.979166666666671,source,2239,1759,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,2025-03-10T15:00:00+00:00,2025-05-02T13:45:00+00:00,52.947916666666664,52.947916666666664,1.2728823194997156
TW_4467a039e00b,PS_051,PS_046,SplineRidge,CS4_R10,False,True,39.916666666666664,52.947916666666664,39.916666666666664,13.03125,target,1665,1710,2025-03-23T14:30:00+00:00,2025-05-02T12:30:00+00:00,2025-02-28T15:45:00+00:00,2025-04-09T13:45:00+00:00,39.916666666666664,39.916666666666664,0.9736842105263158
TW_4467a039e00b,PS_051,PS_047,SplineRidge,CS4_R10,False,True,43.854166666666664,52.947916666666664,43.854166666666664,9.09375,target,1838,1725,2025-03-19T16:00:00+00:00,2025-05-02T12:30:00+00:00,2025-02-28T16:00:00+00:00,2025-04-13T12:30:00+00:00,43.854166666666664,43.854166666666664,1.0655072463768116
TW_4467a039e00b,PS_051,PS_048,SplineRidge,CS4_R10,False,True,52.947916666666664,52.947916666666664,64.84375,11.895833333333336,source,2239,1691,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,2025-03-12T13:30:00+00:00,2025-05-04T12:15:00+00:00,52.947916666666664,52.947916666666664,1.3240685984624483
TW_4467a039e00b,PS_051,PS_049,SplineRidge,CS4_R10,False,True,52.947916666666664,52.947916666666664,64.91666666666667,11.968750000000007,source,2239,1582,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,2025-03-12T15:15:00+00:00,2025-05-04T14:00:00+00:00,52.947916666666664,52.947916666666664,1.4152970922882426
TW_4467a039e00b,PS_051,PS_050,SplineRidge,CS4_R10,False,True,52.947916666666664,52.947916666666664,59.03125,6.083333333333336,source,2239,2244,2025-03-10T13:45:00+00:00,2025-05-02T12:30:00+00:00,2025-03-06T18:00:00+00:00,2025-04-28T16:45:00+00:00,52.947916666666664,52.947916666666664,0.9977718360071302
TW_88a108921af7,PS_035,PS_039,SplineRidge,CS4_R10,False,True,108.04166666666667,108.04166666666667,108.96875,0.9270833333333286,source,4883,3936,2024-11-25T15:00:00+00:00,2025-03-13T16:00:00+00:00,2024-12-07T18:30:00+00:00,2025-03-25T19:30:00+00:00,108.04166666666667,108.04166666666667,1.2405995934959348
TW_88a108921af7,PS_039,PS_035,SplineRidge,CS4_R10,False,True,108.04166666666667,108.96875,108.04166666666667,0.9270833333333286,target,3936,4883,2024-12-07T18:30:00+00:00,2025-03-25T19:30:00+00:00,2024-11-25T15:00:00+00:00,2025-03-13T16:00:00+00:00,108.04166666666667,108.04166666666667,0.8060618472250666
