group_id,source_plant_id,target_plant_id,model_family,support_rule,n_supported,n_supported_days,support_retention,transfer_mae,local_same_rows_mae,otg_abs,otg_rel,otg_rel_defined,computable,reason
TW_4467a039e00b,PS_048,PS_042,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_043,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_044,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_045,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_046,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_047,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_049,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_050,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_048,PS_051,SplineRidge,CS4,,,,,,,,False,False,degenerate_iqr:wind_speed_ms
TW_4467a039e00b,PS_049,PS_042,SplineRidge,CS4,580,20,0.7081807081807082,0.05160085580042708,0.06113930967403181,-0.009538453873604733,-0.15601180197257078,True,True,
TW_4467a039e00b,PS_049,PS_043,SplineRidge,CS4,398,20,0.5031605562579013,0.05945418796876676,0.0741824200232312,-0.014728232054464434,-0.19854073309892148,True,True,
TW_4467a039e00b,PS_049,PS_044,SplineRidge,CS4,588,21,0.704191616766467,0.08424368045986068,0.07788178185159894,0.006361898608261737,0.08168660830570257,True,True,
TW_4467a039e00b,PS_049,PS_045,SplineRidge,CS4,555,20,0.7581967213114754,0.05136242110747393,0.045741916442638926,0.005620504664835005,0.12287427160781961,True,True,
TW_4467a039e00b,PS_049,PS_046,SplineRidge,CS4,516,16,0.9052631578947369,0.07177503386327576,0.06463337024086105,0.0071416636224147095,0.11049499037108494,True,True,
TW_4467a039e00b,PS_049,PS_047,SplineRidge,CS4,428,17,0.7430555555555556,0.10017716451625297,0.11719340951086196,-0.017016244994608992,-0.14519796860276393,True,True,
TW_4467a039e00b,PS_049,PS_048,SplineRidge,CS4,162,18,0.21921515561569688,0.048184237804789566,0.038139716693354885,0.010044521111434682,0.2633611883431936,True,True,
TW_4467a039e00b,PS_049,PS_050,SplineRidge,CS4,587,21,0.6979785969084423,0.06695559502081438,0.060161821197546386,0.006793773823267998,0.1129250027348752,True,True,
TW_4467a039e00b,PS_049,PS_051,SplineRidge,CS4,262,19,0.3507362784471218,0.07332250933160361,0.05702073456953026,0.016301774762073354,0.2858920511133578,True,True,
TW_4467a039e00b,PS_050,PS_042,SplineRidge,CS4,603,20,0.7362637362637363,0.04884472119865233,0.062075354602973004,-0.013230633404320673,-0.21313826540246636,True,True,
TW_4467a039e00b,PS_050,PS_043,SplineRidge,CS4,472,20,0.5967130214917825,0.0557370635724914,0.0757899686317232,-0.020052905059231803,-0.26458521386481104,True,True,
TW_4467a039e00b,PS_050,PS_044,SplineRidge,CS4,631,21,0.755688622754491,0.0836194355796154,0.07907478039311963,0.004544655186495772,0.05747287774815251,True,True,
TW_4467a039e00b,PS_050,PS_045,SplineRidge,CS4,573,20,0.7827868852459017,0.045711841253311854,0.04465647092830382,0.0010553703250080343,0.023633088398374257,True,True,
TW_4467a039e00b,PS_050,PS_046,SplineRidge,CS4,536,16,0.9403508771929825,0.06741836140122709,0.06689710795406746,0.0005212534471596281,0.00779186818535606,True,True,
TW_4467a039e00b,PS_050,PS_047,SplineRidge,CS4,502,17,0.8715277777777778,0.08493243973535136,0.12193278179028502,-0.03700034205493366,-0.30344868305039896,True,True,
TW_4467a039e00b,PS_050,PS_048,SplineRidge,CS4,156,18,0.21109607577807848,0.04703861057118581,0.037718041894017354,0.009320568677168455,0.24711167942805737,True,True,
TW_4467a039e00b,PS_050,PS_049,SplineRidge,CS4,568,18,0.8,0.06251431631186516,0.05875173680973391,0.0037625795021312483,0.06404201316322396,True,True,
TW_4467a039e00b,PS_050,PS_051,SplineRidge,CS4,404,19,0.5408299866131191,0.06946601665672303,0.061815442228753056,0.007650574427969972,0.12376477708690332,True,True,
TW_4467a039e00b,PS_051,PS_042,SplineRidge,CS4,201,20,0.2454212454212454,0.03987346027321922,0.04760978110814059,-0.007736320834921373,-0.16249435840398294,True,True,
TW_4467a039e00b,PS_051,PS_043,SplineRidge,CS4,504,20,0.6371681415929203,0.0645241665720026,0.08501088126191131,-0.020486714689908703,-0.24098932261142986,True,True,
TW_4467a039e00b,PS_051,PS_044,SplineRidge,CS4,179,20,0.21437125748502994,0.09449058644355911,0.06876327870016447,0.025727307743394642,0.37414312158639274,True,True,
TW_4467a039e00b,PS_051,PS_045,SplineRidge,CS4,157,18,0.21448087431693988,0.061407840691168704,0.05520706054108863,0.006200780150080076,0.11231860724526456,True,True,
TW_4467a039e00b,PS_051,PS_046,SplineRidge,CS4,185,16,0.32456140350877194,0.06680173403714927,0.0684101891221941,-0.001608455085044827,-0.023511922795181998,True,True,
TW_4467a039e00b,PS_051,PS_047,SplineRidge,CS4,156,16,0.2708333333333333,0.0690403131264379,0.05715499580964375,0.011885317316794146,0.20794887915622487,True,True,
TW_4467a039e00b,PS_051,PS_048,SplineRidge,CS4,83,17,0.11231393775372124,0.03781265041402608,0.030633343551999627,0.007179306862026454,0.23436249620743133,True,True,
TW_4467a039e00b,PS_051,PS_049,SplineRidge,CS4,166,17,0.23380281690140844,0.05927038499357897,0.06122547858240218,-0.0019550935888232104,-0.03193267956561398,True,True,
TW_4467a039e00b,PS_051,PS_050,SplineRidge,CS4,133,20,0.1581450653983353,0.05379876725992523,0.05080290911639098,0.002995858143534251,0.058970208510513655,True,True,
TW_88a108921af7,PS_035,PS_039,SplineRidge,CS4,736,37,0.5584218512898331,0.0654548818568405,0.07870845383598112,-0.013253571979140621,-0.16838816331927267,True,True,
TW_88a108921af7,PS_039,PS_035,SplineRidge,CS4,673,43,0.4133906633906634,0.05895508866371209,0.06354279276930022,-0.0045877041055881335,-0.0721986539408859,True,True,
