group_id,source_plant_id,target_plant_id,model_family,analysis_role,support_rule,n_supported,n_supported_days,support_retention,transfer_mae,transfer_rmse,transfer_r2,transfer_bias,local_same_rows_mae,local_same_rows_rmse,local_same_rows_r2,local_same_rows_bias
TW_4467a039e00b,PS_042,PS_046,HistGradientBoosting,r1_frozen_input,CS4,300,16,0.5263157894736842,0.06330149979946671,0.10453984907671982,0.8583434408756292,-0.0017670419189888475,0.06446433017787769,0.10791211095880818,0.8490568783609637,0.023661038637183517
TW_4467a039e00b,PS_042,PS_046,SplineRidge,primary,CS4,300,16,0.5263157894736842,0.06367957148815513,0.10381860887408811,0.8602913290106172,-0.008958411597549428,0.0685227880212945,0.10263018088548788,0.8634715563263076,0.020149053518005812
TW_4467a039e00b,PS_042,PS_047,HistGradientBoosting,r1_frozen_input,CS4,171,16,0.296875,0.06322142346265627,0.08722477654921376,0.8657981146347752,0.037962244161605076,0.0596055879024298,0.09306186991406823,0.8472355026609856,-0.03161403921747982
TW_4467a039e00b,PS_042,PS_047,SplineRidge,primary,CS4,171,16,0.296875,0.059840523596807214,0.08385297643767455,0.8759731105638666,0.0318717645995813,0.06337767156389656,0.09730096417940733,0.833001267970754,-0.0373018206237628
TW_4467a039e00b,PS_042,PS_048,HistGradientBoosting,r1_frozen_input,CS4,167,18,0.2259810554803789,0.034886454518341256,0.0585112715214327,0.9352853511721024,0.003266875662497204,0.037061896112145915,0.061276678913678995,0.9290236003630913,0.01682813230299071
TW_4467a039e00b,PS_042,PS_048,SplineRidge,primary,CS4,167,18,0.2259810554803789,0.0316825504910523,0.05559384160402809,0.9415779357996381,-0.0033491294386034016,0.03155867618101155,0.05773039327231607,0.9370011591156796,0.005305779314159058
TW_4467a039e00b,PS_042,PS_049,HistGradientBoosting,r1_frozen_input,CS4,145,18,0.20422535211267606,0.07732786848911788,0.14630229919534532,0.6830419554404739,-0.008994324382335644,0.07454484556938631,0.14734833947611917,0.6784933440490908,0.0015934365438558448
TW_4467a039e00b,PS_042,PS_049,SplineRidge,primary,CS4,145,18,0.20422535211267606,0.07559855600449836,0.14243516783235358,0.6995764736020209,-0.010362458976769686,0.0784833108364115,0.14414684887971232,0.6923125502520131,0.01874470608784132
TW_4467a039e00b,PS_042,PS_050,HistGradientBoosting,r1_frozen_input,CS4,124,21,0.14744351961950058,0.058356542710374486,0.09730071682555858,0.8878373616866653,-0.01995209039517061,0.062389971572149,0.10071457970581572,0.879828681509321,-0.005547196876429113
TW_4467a039e00b,PS_042,PS_050,SplineRidge,primary,CS4,124,21,0.14744351961950058,0.06071314448028148,0.10037241060867524,0.8806438378192109,-0.026321977734250677,0.058381964525505724,0.10012972713445208,0.8812203060095026,-0.007681413702951399
