D_fleet_RQ3,arm_id,c8_applied,computable_target_count,descriptive_only,excluded_target_ids,expected_target_count,fleet_ci,fleet_p_value,included_target_ids,origin_id
0.0028174327739558334,R6_TEMPORAL,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",O1
0.009662557720282215,R6_TEMPORAL,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",O2
0.012566943057368333,R6_TEMPORAL,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",O3
0.01517222739266313,R4_CS3,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",
0.024508199153049946,R3_POA20,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",
0.026028883715603045,R5_KEEP_ALL_VALID,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",
0.0278118556881154,R2_AC,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",
0.03026316607552144,R3_POA100,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",
0.06752727225056226,R1_HGB,False,10,True,[],10,,,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",
