D_fleet_RQ3,balanced_panel_rule,balanced_target_count,balanced_target_ids,cross_origin_pooled,fleet_ci,fleet_p_value,origin_id,origin_timestamp,structural_excluded_target_ids,target_denominator,test_block,test_half_open_end
0.0028174327739558334,INTERSECTION_OF_STRUCTURALLY_COMPUTABLE_UNITS_ACROSS_O1_O2_O3,10,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",False,,,O1,2025-04-11T00:00:00+00:00,[],10,B3,2025-04-28T00:00:00+00:00
0.009662557720282215,INTERSECTION_OF_STRUCTURALLY_COMPUTABLE_UNITS_ACROSS_O1_O2_O3,10,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",False,,,O2,2025-04-28T00:00:00+00:00,[],10,B4,2025-05-14T00:00:00+00:00
0.012566943057368333,INTERSECTION_OF_STRUCTURALLY_COMPUTABLE_UNITS_ACROSS_O1_O2_O3,10,"[""PS_002"", ""PS_003"", ""PS_035"", ""PS_039"", ""PS_042"", ""PS_043"", ""PS_044"", ""PS_048"", ""PS_049"", ""PS_050""]",False,,,O3,2025-05-14T00:00:00+00:00,[],10,B5,2025-05-31T00:00:00+00:00
